"gsis_id","bucket","targets","receptions","catch_rate","yards_per_target","air_yards","yac","epa_per_target","success_rate","explosive_rate","n_opp","targets_eligible","targets_charted_route","route_coverage_rate","targeted_route_share","evidence_class","availability","source","family","metric_note","window"
"00-0031744","FLAT",11,9,0.818181818181818,5.18181818181818,0.181818181818182,6.44444444444444,-0.0758831915286878,0.272727272727273,0.0909090909090909,8,56,56,1,0.196428571428571,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031744","GO",6,4,0.666666666666667,10.3333333333333,11.6666666666667,5.5,-0.259351822722238,0.666666666666667,0.333333333333333,6,56,56,1,0.107142857142857,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031744","HITCH",12,10,0.833333333333333,7.25,5.75,2.7,0.473432827571135,0.833333333333333,0,8,56,56,1,0.214285714285714,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031744","OUT",6,4,0.666666666666667,11,7,9,0.557302453661881,0.666666666666667,0.166666666666667,5,56,56,1,0.107142857142857,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031744","POST",3,1,0.333333333333333,8,12,8,0.31957116239937,0.333333333333333,0.333333333333333,3,56,56,1,0.0535714285714286,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031744","SCREEN",2,1,0.5,3.5,-3.5,5,-0.0999328773468733,0.5,0,2,56,56,1,0.0357142857142857,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031744","SLANT",6,4,0.666666666666667,8.5,6.5,5.75,0.560591288211678,0.666666666666667,0.166666666666667,5,56,56,1,0.107142857142857,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031744","WHEEL",1,0,0,0,17,,-0.570690041175112,0,0,1,56,56,1,0.0178571428571429,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","CORNER",7,4,0.571428571428571,17,25.8571428571429,5.75,1.15978747724356,0.571428571428571,0.571428571428571,6,171,169,0.988304093567251,0.0414201183431953,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","CROSS",30,23,0.766666666666667,7.66666666666667,6.1,4.8695652173913,0.265154442047545,0.6,0.166666666666667,16,171,169,0.988304093567251,0.177514792899408,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","DEEP OUT",1,1,1,14,14,0,2.61182748293504,1,0,1,171,169,0.988304093567251,0.00591715976331361,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","FLAT",4,3,0.75,5.75,0.75,7.66666666666667,-0.611342291795345,0,0,4,171,169,0.988304093567251,0.0236686390532544,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","GO",13,3,0.230769230769231,5.84615384615385,26.7692307692308,3.33333333333333,0.00634723010723684,0.230769230769231,0.230769230769231,8,171,169,0.988304093567251,0.0769230769230769,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","HITCH",27,21,0.777777777777778,9.74074074074074,6.92592592592593,5.47619047619048,0.550503502658103,0.666666666666667,0.148148148148148,14,171,169,0.988304093567251,0.159763313609467,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","HITCH/CURL",2,2,1,6,5,1,0.0182273159734905,0.5,0,2,171,169,0.988304093567251,0.0118343195266272,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","IN",6,3,0.5,8,13.5,3,-0.013827810172717,0.333333333333333,0.333333333333333,6,171,169,0.988304093567251,0.0355029585798817,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","OUT",28,18,0.642857142857143,6.46428571428571,7.85714285714286,2.05555555555556,0.188881812794031,0.535714285714286,0.107142857142857,13,171,169,0.988304093567251,0.165680473372781,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","POST",9,5,0.555555555555556,16.8888888888889,27.6666666666667,2,1.46868430703439,0.555555555555556,0.555555555555556,7,171,169,0.988304093567251,0.0532544378698225,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","QUICK OUT",3,2,0.666666666666667,5.66666666666667,2.66666666666667,5.5,-1.45440614140049,0.333333333333333,0,3,171,169,0.988304093567251,0.0177514792899408,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","SCREEN",32,27,0.84375,4.78125,-2.4375,7.77777777777778,-0.406666286199232,0.28125,0.03125,17,171,169,0.988304093567251,0.189349112426035,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","SHALLOW CROSS/DRAG",1,0,0,0,3,,-0.891496105934493,0,0,1,171,169,0.988304093567251,0.00591715976331361,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031763","SLANT",6,5,0.833333333333333,7.16666666666667,5.83333333333333,3,0.455957097311815,0.833333333333333,0,5,171,169,0.988304093567251,0.0355029585798817,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","CORNER",3,1,0.333333333333333,16.3333333333333,25,21,1.31798603804782,0.333333333333333,0.333333333333333,2,47,46,0.978723404255319,0.0652173913043478,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","CROSS",9,6,0.666666666666667,9.22222222222222,11.8888888888889,5.33333333333333,0.589895045113129,0.666666666666667,0.111111111111111,8,47,46,0.978723404255319,0.195652173913043,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","FLAT",2,2,1,8,1.5,6.5,0.442257025162689,1,0,2,47,46,0.978723404255319,0.0434782608695652,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","GO",9,3,0.333333333333333,13.8888888888889,23.7777777777778,14,0.655975403652216,0.333333333333333,0.333333333333333,7,47,46,0.978723404255319,0.195652173913043,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","HITCH",8,4,0.5,6.5,10.375,1,0.195310898991011,0.5,0.125,7,47,46,0.978723404255319,0.173913043478261,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","IN",3,2,0.666666666666667,7,9.33333333333333,6.5,0.640845403812515,0.666666666666667,0,3,47,46,0.978723404255319,0.0652173913043478,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","OUT",8,6,0.75,7.125,9,1.16666666666667,0.388907743172468,0.625,0,5,47,46,0.978723404255319,0.173913043478261,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","POST",2,1,0.5,11,16.5,0,1.74768535007024,0.5,0.5,2,47,46,0.978723404255319,0.0434782608695652,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031787","SLANT",2,2,1,5.5,5.5,0,0.196806703490438,1,0,2,47,46,0.978723404255319,0.0434782608695652,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031806","ANGLE",9,6,0.666666666666667,5.22222222222222,2.11111111111111,5.33333333333333,-0.721715292899818,0.444444444444444,0,7,58,57,0.982758620689655,0.157894736842105,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031806","FLAT",25,13,0.52,3.52,-0.16,6.38461538461539,-0.511693655015501,0.24,0.04,15,58,57,0.982758620689655,0.43859649122807,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031806","HITCH",2,2,1,8,4.5,3.5,0.246033546631224,0.5,0,2,58,57,0.982758620689655,0.0350877192982456,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031806","OUT",3,2,0.666666666666667,2.66666666666667,2.33333333333333,2,0.186123426208117,0.666666666666667,0,3,58,57,0.982758620689655,0.0526315789473684,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031806","SCREEN",14,12,0.857142857142857,6.85714285714286,-2.78571428571429,11,0.369188371957981,0.5,0.142857142857143,10,58,57,0.982758620689655,0.245614035087719,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031806","SLANT",1,0,0,0,6,,-0.498754946049303,0,0,1,58,57,0.982758620689655,0.0175438596491228,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031806","WHEEL",3,3,1,7.33333333333333,3.66666666666667,3.66666666666667,0.50363979213095,1,0,3,58,57,0.982758620689655,0.0526315789473684,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","ANGLE",2,2,1,30,5.5,24.5,2.80998593184631,0.5,0.5,2,189,188,0.994708994708995,0.0106382978723404,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","CROSS",12,8,0.666666666666667,8.75,11.9166666666667,4.25,0.425140170718806,0.666666666666667,0.25,8,189,188,0.994708994708995,0.0638297872340425,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","FLAT",4,2,0.5,3.25,0.75,4,-0.336491399666496,0.25,0,4,189,188,0.994708994708995,0.0212765957446809,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","GO",18,4,0.222222222222222,5.44444444444445,29.3333333333333,3.5,-0.64726882811778,0.222222222222222,0.222222222222222,14,189,188,0.994708994708995,0.0957446808510638,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","HITCH",54,39,0.722222222222222,8.46296296296296,8.53703703703704,3.17948717948718,0.275792327768739,0.574074074074074,0.111111111111111,16,189,188,0.994708994708995,0.287234042553192,"STRONG","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","IN",14,10,0.714285714285714,12.2857142857143,12.5714285714286,3.1,0.967372213294896,0.714285714285714,0.428571428571429,11,189,188,0.994708994708995,0.074468085106383,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","IN/DIG",2,0,0,0,22.5,,-3.39657760306727,0,0,1,189,188,0.994708994708995,0.0106382978723404,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","OUT",20,10,0.5,7.3,11.3,0.5,-0.030905482939852,0.5,0.3,11,189,188,0.994708994708995,0.106382978723404,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","POST",13,4,0.307692307692308,15.3846153846154,37.9230769230769,11.75,0.135583254065401,0.307692307692308,0.307692307692308,10,189,188,0.994708994708995,0.0691489361702128,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","SCREEN",23,20,0.869565217391304,4.60869565217391,-1.04347826086957,6.25,0.134051776306359,0.434782608695652,0.0869565217391304,15,189,188,0.994708994708995,0.122340425531915,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031868","SLANT",26,20,0.769230769230769,8.11538461538462,5.42307692307692,5.35,0.553990106837143,0.653846153846154,0.0769230769230769,17,189,188,0.994708994708995,0.138297872340426,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","CORNER",10,3,0.3,7.6,19.6,2.66666666666667,0.167515945155174,0.3,0.3,6,379,377,0.994722955145119,0.026525198938992,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","CROSS",58,39,0.672413793103448,10.051724137931,9.25862068965517,7.02564102564103,0.393104403161007,0.5,0.241379310344828,20,379,377,0.994722955145119,0.153846153846154,"STRONG","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","FLAT",21,14,0.666666666666667,6.95238095238095,2.28571428571429,8.5,0.392243715039166,0.476190476190476,0.0952380952380952,13,379,377,0.994722955145119,0.0557029177718833,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","GO",22,9,0.409090909090909,10.2272727272727,19.8181818181818,7.77777777777778,0.371870937597613,0.363636363636364,0.363636363636364,14,379,377,0.994722955145119,0.0583554376657825,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","HITCH",85,59,0.694117647058824,6.47058823529412,6.57647058823529,3.47457627118644,-0.0415181728635428,0.541176470588235,0.0705882352941176,20,379,377,0.994722955145119,0.225464190981432,"STRONG","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","HITCH/CURL",2,1,0.5,5,11,4,-0.100977734284243,0.5,0,2,379,377,0.994722955145119,0.00530503978779841,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","IN",12,4,0.333333333333333,5.33333333333333,10.5833333333333,4.75,-0.543792294930313,0.333333333333333,0.166666666666667,9,379,377,0.994722955145119,0.0318302387267905,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","IN/DIG",6,5,0.833333333333333,9.33333333333333,10.3333333333333,1,0.71683291343316,0.833333333333333,0.166666666666667,4,379,377,0.994722955145119,0.0159151193633952,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","OUT",81,54,0.666666666666667,5.51851851851852,6.64197530864198,2.77777777777778,0.0600649473865277,0.518518518518518,0.0617283950617284,21,379,377,0.994722955145119,0.214854111405836,"STRONG","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","POST",11,4,0.363636363636364,6.27272727272727,16.8181818181818,1.25,0.461242634660033,0.363636363636364,0.181818181818182,7,379,377,0.994722955145119,0.0291777188328912,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","QUICK OUT",6,6,1,6.5,3.5,3,0.181863854862362,0.666666666666667,0,3,379,377,0.994722955145119,0.0159151193633952,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","SCREEN",31,29,0.935483870967742,5.80645161290323,-1.74193548387097,7.37931034482759,-0.00922125578484234,0.387096774193548,0.032258064516129,15,379,377,0.994722955145119,0.0822281167108753,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","SHALLOW CROSS/DRAG",4,3,0.75,8.5,6.25,6.33333333333333,0.148820630434784,0.5,0.25,4,379,377,0.994722955145119,0.0106100795755968,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","SLANT",27,18,0.666666666666667,8.11111111111111,6.96296296296296,3.83333333333333,0.287778513838054,0.62962962962963,0.222222222222222,15,379,377,0.994722955145119,0.0716180371352785,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031941","WHEEL",1,0,0,0,13,,-0.522409488912672,0,0,1,379,377,0.994722955145119,0.0026525198938992,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","CORNER",3,1,0.333333333333333,8,23,4,0.458970236397969,0.333333333333333,0.333333333333333,3,132,129,0.977272727272727,0.0232558139534884,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","CROSS",21,14,0.666666666666667,5.19047619047619,6,3.64285714285714,0.176552942698999,0.571428571428571,0.0952380952380952,12,132,129,0.977272727272727,0.162790697674419,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","FLAT",24,19,0.791666666666667,5.54166666666667,0.541666666666667,6.57894736842105,-0.0804785686984057,0.541666666666667,0,13,132,129,0.977272727272727,0.186046511627907,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","GO",7,3,0.428571428571429,8.42857142857143,16,8.33333333333333,-0.657633940115505,0.428571428571429,0.285714285714286,5,132,129,0.977272727272727,0.0542635658914729,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","HITCH",39,26,0.666666666666667,5.94871794871795,6.51282051282051,2.65384615384615,0.0332983951708442,0.58974358974359,0.0769230769230769,14,132,129,0.977272727272727,0.302325581395349,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","IN",5,4,0.8,11.2,9.8,3.5,0.925264951679856,0.8,0.2,5,132,129,0.977272727272727,0.0387596899224806,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","OUT",12,9,0.75,7.91666666666667,6.91666666666667,3.77777777777778,0.330349271568897,0.5,0.0833333333333333,9,132,129,0.977272727272727,0.0930232558139535,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","POST",8,4,0.5,11.625,17.25,3.75,0.0279430817245157,0.5,0.5,7,132,129,0.977272727272727,0.062015503875969,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","SCREEN",7,7,1,5.57142857142857,-2.14285714285714,7.71428571428571,-0.00789755862206221,0.571428571428571,0,5,132,129,0.977272727272727,0.0542635658914729,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0031951","SLANT",3,2,0.666666666666667,9.66666666666667,8,6,1.20123202132527,0.666666666666667,0.333333333333333,3,132,129,0.977272727272727,0.0232558139534884,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","CORNER",5,2,0.4,8.4,20.2,4,-0.58031530440785,0.4,0.4,5,251,249,0.99203187250996,0.0200803212851406,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","CROSS",29,23,0.793103448275862,11.3448275862069,7.13793103448276,6.47826086956522,0.890632635940886,0.689655172413793,0.275862068965517,12,251,249,0.99203187250996,0.116465863453815,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","FLAT",9,6,0.666666666666667,3.44444444444444,3.11111111111111,2.16666666666667,-0.366525099452038,0.222222222222222,0,6,251,249,0.99203187250996,0.036144578313253,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","GO",5,1,0.2,4.4,16.2,3,-1.03597215507092,0.2,0.2,5,251,249,0.99203187250996,0.0200803212851406,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","HITCH",60,45,0.75,7.83333333333333,7.45,2.8,0.414632309415508,0.65,0.1,22,251,249,0.99203187250996,0.240963855421687,"STRONG","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","IN",23,14,0.608695652173913,6.78260869565217,7.43478260869565,4.42857142857143,0.205060307641944,0.608695652173913,0.0869565217391304,13,251,249,0.99203187250996,0.0923694779116466,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","OUT",54,39,0.722222222222222,5.92592592592593,7.83333333333333,1.53846153846154,0.431985452362469,0.62962962962963,0.037037037037037,21,251,249,0.99203187250996,0.216867469879518,"STRONG","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","POST",13,6,0.461538461538462,9.15384615384615,17.6153846153846,3.5,-0.349902210438109,0.384615384615385,0.384615384615385,10,251,249,0.99203187250996,0.0522088353413655,"WEAK","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","SCREEN",31,28,0.903225806451613,5.74193548387097,-1.93548387096774,8.5,-0.171437408021139,0.354838709677419,0.0645161290322581,16,251,249,0.99203187250996,0.124497991967871,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032009","SLANT",20,13,0.65,6.7,6.55,4.46153846153846,-0.0327130652498452,0.5,0.1,12,251,249,0.99203187250996,0.0803212851405622,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032054","CORNER",5,3,0.6,19,25.8,2,0.759976518223993,0.6,0.6,5,192,191,0.994791666666667,0.0261780104712042,"INSUFFICIENT","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
"00-0032054","CROSS",30,21,0.7,15.2333333333333,14.2333333333333,9.47619047619048,1.20014292034613,0.633333333333333,0.5,19,192,191,0.994791666666667,0.157068062827225,"MODERATE","PRIOR_ONLY","participation","receiver_route","TARGETED route only. targeted_route_share is a share of TARGETS, not routes run. YPRR NOT computable from this source (spec §10).","career"
