"gsis_id","full_name","position","nfl_team","sleeper_id","pfr_id","espn_id","yahoo_id"
"00-0036497","Tim Jones","WR","FA","8013","JoneTi00","4245131","33649"
"00-0036841","Austin Trammell","WR","JAC","7746","TramAu00","4244856","33745"
"00-0036442","Joe Burrow","QB","CIN","6770","BurrJo01","3915511","32671"
"00-0036212","Tua Tagovailoa","QB","ATL","6768","TagoTu00","4241479","32675"
"00-0036355","Justin Herbert","QB","LAC","6797","HerbJu00","4038941","32676"
"00-0036197","Jake Fromm","QB","FA","6822","FromJa00","4240689","32837"
"00-0036264","Jordan Love","QB","GBP","6804","LoveJo03","4036378","32696"
"00-0036389","Jalen Hurts","QB","PHI","6904","HurtJa00","4040715","32723"
"00-0035993","Tyler Huntley","QB","BAL","7083","HuntTy01","4035671","32993"
"00-0035939","Bryce Perkins","QB","FA","7335","PerkBr02","3675812","33258"
"00-0036312","Jake Luton","QB","FA","7084","LutoJa00","3124900","32859"
"00-0036275","D'Andre Swift","RB","CHI","6790","SwifDA00","4259545","32705"
"00-0036251","Zack Moss","RB","FA","6845","MossZa00","4035676","32756"
"00-0036414","Cam Akers","RB","FA","6938","AkerCa00","4240021","32722"
"00-0036158","J.K. Dobbins","RB","DEN","6806","DobbJK00","4241985","32725"
"00-0036383","Eno Benjamin","RB","FA","6951","BenjEn00","4242873","32892"
"00-0036223","Jonathan Taylor","RB","IND","6813","TaylJo02","4242335","32711"
"00-0036360","Clyde Edwards-Helaire","RB","KCC","6820","EdwaCl00","4242214","32702"
"00-0036336","Anthony McFarland","RB","FA","6878","McFaAn00","4241941","32794"
"00-0036265","AJ Dillon","RB","CAR","6828","DillAJ00","4239934","32732"
"00-0036269","Lamical Perine","RB","FA","6908","PeriLa00","4034952","32790"
"00-0036370","Joshua Kelley","RB","FA","7045","KellJo01","3910544","32782"
"00-0036297","Darrynton Evans","RB","FA","7064","EvanDa02","4036431","32763"
"00-0035957","Rodney Smith","RB","FA","7101","SmitRo08","3116074","33153"
"00-0036450","Ke'Shawn Vaughn","RB","FA","6885","VaugKe00","3917612","32746"
"00-0036020","Salvon Ahmed","RB","FA","6918","AhmeSa01","4243315","33265"
"00-0035831","James Robinson","RB","FA","6955","RobiJa00","4052042","33138"
"00-0036425","DeeJay Dallas","RB","MIN","6931","DallDe00","4240631","32814"
"00-0035973","Patrick Taylor","RB","FA","6963","TaylPa01","4039358","33235"
"00-0035806","JaMycal Hasty","RB","FA","6996","HastJa02","3928925","33199"
"00-0036139","Rico Dowdle","RB","PIT","7021","DowdRi01","4038815","33100"
"00-0036096","J.J. Taylor","RB","FA","6973","TaylJJ01","4039607","33028"
"00-0035860","Tony Jones","RB","FA","6984","JoneTo04","4046676","33114"
"00-0036358","CeeDee Lamb","WR","DAL","6786","LambCe00","4241389","32687"
"00-0036407","Jerry Jeudy","WR","CLE","6783","JeudJe00","4241463","32685"
"00-0036357","Henry Ruggs","WR","FA","6789","RuggHe00","4241475","32682"
"00-0036410","Tee Higgins","WR","CIN","6801","HiggTe00","4239993","32703"
"00-0036322","Justin Jefferson","WR","MIN","6794","JeffJu00","4262921","32692"
"00-0036412","KJ Hamler","WR","FA","6805","HamlKJ00","4240380","32716"
"00-0036268","Laviska Shenault","WR","FA","6814","ShenLa00","4243160","32712"
"00-0036387","Jalen Reagor","WR","MIA","6798","ReagJa00","4241802","32691"
"00-0036261","Brandon Aiyuk","WR","SFO","6803","AiyuBr00","4360438","32695"
"00-0036326","Chase Claypool","WR","FA","6886","ClayCh01","4046692","32719"
"00-0036252","Michael Pittman","WR","PIT","6819","PittMi01","4035687","32704"
"00-0036364","Lynn Bowden","WR","FA","6909","BowdLy00","4259979","32750"
"00-0036365","Bryan Edwards","WR","FA","6870","EdwaBr01","4038818","32751"
"00-0036196","Gabriel Davis","WR","BUF","6943","DaviGa01","4243537","32798"
"00-0036255","Denzel Mims","WR","FA","6849","MimsDe00","4035403","32729"
"00-0036331","Devin Duvernay","WR","ARI","6847","DuveDe00","4039050","32762"
"00-0036133","James Proche","WR","TEN","6957","ProcJa00","3916204","32871"
"00-0036165","Isaiah Hodgins","WR","FA","6920","HodgIs00","4242540","32877"
"00-0036277","Quintez Cephus","WR","HOU","6895","CephQu00","4035793","32836"
"00-0036328","Antonio Gibson","RB","FA","6945","GibsAn00","4360294","32736"
"00-0036254","Collin Johnson","WR","FA","6857","JohnCo01","4039043","32835"
"00-0036233","Donovan Peoples-Jones","WR","FA","6824","PeopDo00","4258195","32857"
"00-0036415","Van Jefferson","WR","FA","6853","JeffVa00","3930066","32727"
"00-0036259","Jauan Jennings","WR","MIN","7049","JennJa00","3886598","32887"
"00-0036040","Juwan Johnson","TE","NOS","7002","JohnJu02","3929645","33113"
"00-0036427","Tyler Johnson","WR","FA","6960","JohnTy00","2310331","32831"
"00-0036247","Freddie Swain","WR","FA","7135","SwaiFr00","4034950","32884"
"00-0036290","Cole Kmet","TE","CHI","6826","KmetCo00","4258595","32713"
"00-0036422","Adam Trautman","TE","DEN","6869","TrauAd00","3911853","32775"
"00-0036244","Colby Parkinson","TE","LAR","6865","ParkCo02","4242557","32803"
"00-0036423","Albert Okwuegbunam","TE","LVR","6843","OkwuAl00","4035115","32788"
"00-0036232","Harrison Bryant","TE","FA","6850","BryaHa00","4040774","32785"
"00-0036332","Josiah Deguara","TE","FA","7050","DeguJo00","3914151","32764"
"00-0036398","John Hightower","WR","FA","7086","HighJo00","4373673","32838"
"00-0036309","Darnell Mooney","WR","NYG","7090","MoonDa00","4040655","32843"
"00-0036345","K.J. Osborn","WR","TEN","7066","OsboKJ00","3916566","32846"
"00-0036429","Charlie Woerner","TE","ATL","7075","WoerCh00","4035020","32860"
"00-0036271","Quez Watkins","WR","FA","6927","WatkQu00","4050373","32870"
"00-0036384","Ben DiNucci","QB","DEN","7143","DiNuBe00","3895785","32901"
"00-0036438","Stephen Sullivan","TE","FA","6970","SullSt00","4035426","32921"
"00-0036219","Marquez Callaway","WR","FA","6989","CallMa01","4035170","33109"
"00-0036457","Ty'Son Williams","RB","FA","7098","WillTy01","3895827","33006"
"00-0036145","Lawrence Cager","TE","FA","7106","CageLa01","3917849","33329"
"00-0035924","Jonathan Ward","RB","BAL","7087","WardJo00","4039274","33088"
"00-0036142","Isaiah Wright","WR","FA","7407","WrigIs01","4044121","33209"
"00-0036187","Reggie Gilliam","RB","NEP","7204","GillRe00","4039505","33357"
"00-0036182","Nick Westbrook-Ikhine","WR","FA","7496","WestNi00","3929785","33348"
"00-0035864","Kendall Hinton","WR","FA","7210","HintKe00","3700815","32929"
"00-0035771","Mitchell Wilcox","TE","FA","6894","WilcMi01","3923392","33171"
"00-0035228","Kyler Murray","QB","MIN","5849","MurrKy00","3917315","31833"
"00-0035704","Drew Lock","QB","SEA","5854","LockDr00","3924327","31874"
"00-0035232","Dwayne Haskins","QB","FA","5845","HaskDw00","4040616","31847"
"00-0035710","Daniel Jones","QB","IND","5870","JoneDa05","3917792","31838"
"00-0035146","Trace McSorley","QB","FA","5974","McSoTr00","3116172","32029"
"00-0035251","Will Grier","QB","FA","5903","GrieWi00","3115252","31932"
"00-0035264","Jarrett Stidham","QB","DEN","6136","StidJa00","3892775","31965"
"00-0034955","Brett Rypien","QB","FA","6037","RypiBr00","3722362","32221"
"00-0035289","Gardner Minshew","QB","ARI","6011","MinsGa00","4038524","32010"
"00-0035652","Ryan Finley","QB","FA","5885","FinlRy00","3042876","31936"
"00-0035282","Easton Stick","QB","TBB","6185","SticEa00","3120590","31998"
"00-0035040","David Blough","QB","FA","6450","BlouDa00","3116188","32272"
"00-0035685","David Montgomery","RB","HOU","5892","MontDa01","4035538","31905"
"00-0035217","Benny Snell","RB","FA","6156","SnelBe00","4035072","31954"
"00-0035700","Josh Jacobs","RB","GBP","5850","JacoJo01","4047365","31856"
"00-0035657","Damien Harris","RB","FA","5890","HarrDa06","3925347","31919"
"00-0035291","Trayveon Williams","RB","FA","6144","WillTr06","4035222","32014"
"00-0035243","Miles Sanders","RB","FA","6151","SandMi01","4045163","31885"
"00-0035250","Devin Singletary","RB","NYG","6130","SingDe00","4040761","31906"
"00-0035311","Myles Gaskin","RB","FA","5980","GaskMy00","3886818","32066"
"00-0035594","Travis Homer","RB","PIT","6012","HomeTr00","4037457","32036"
"00-0035261","Tony Pollard","RB","TEN","5967","PollTo00","3916148","31960"
"00-0034975","Justice Hill","RB","BAL","5995","HillJu00","4038441","31945"
"00-0035664","Darrell Henderson","RB","FA","5916","HendDa00","4039359","31902"
"00-0035268","Ryquell Armstead","RB","FA","6007","ArmsRy00","3923397","31972"
"00-0035537","Ty Johnson","RB","BUF","6039","JohnTy02","3915411","32018"
"00-0035273","Qadree Ollison","RB","FA","6002","OlliQa00","3123944","31984"
"00-0035624","N'Keal Harry","TE","FA","5878","HarrNK00","4047839","31864"
"00-0035640","DK Metcalf","WR","PIT","5846","MetcDK00","4047650","31896"
"00-0035676","A.J. Brown","WR","NEP","5859","BrowAJ00","4047646","31883"
"00-0035662","Marquise Brown","WR","PHI","5848","BrowMa04","4241372","31857"
"00-0035246","JJ Arcega-Whiteside","TE","FA","5863","ArceJJ00","3931397","31889"
"00-0035500","Greg Dortch","WR","BUF","5970","DortGr01","4037235","32523"
"00-0035659","Terry McLaurin","WR","WAS","5927","McLaTe00","3121422","31908"
"00-0035359","David Sills","WR","TBB","6154","SillDa01","3871102","32418"
"00-0035639","Parris Campbell","WR","FA","5880","CampPa00","3121410","31891"
"00-0035140","Mecole Hardman","WR","FA","5917","HardMe00","4035004","31888"
"00-0035297","Kelvin Harmon","WR","FA","5884","HarmKe00","4036163","32038"
"00-0035457","Tyron Johnson","WR","FA","6063","JohnTy03","3894912","32511"
"00-0035406","Lil'Jordan Humphrey","WR","DEN","5938","HumpLi01","4039057","32494"
"00-0035527","Andy Isabella","WR","FA","5915","IsabAn00","3914328","31894"
"00-0035535","Darius Slayton","WR","NYG","6149","SlayDa01","3916945","32003"
"00-0034983","Hunter Renfrow","WR","FA","5955","RenfHu00","3135321","31981"
"00-0035287","KeeSean Johnson","WR","FA","5962","JohnKe07","3124537","32006"
"00-0035703","Miles Boykin","WR","FA","5965","BoykMi00","3932423","31925"
"00-0035350","Preston Williams","WR","FA","6148","WillPr01","3915399","32447"
"00-0034960","Jakobi Meyers","WR","JAC","5947","MeyeJa01","3916433","32231"
"00-0035126","Antoine Wesley","WR","FA","6165","WeslAn01","4043161","32317"
"00-0035719","Deebo Samuel","WR","SFO","5872","SamuDe00","3126486","31868"
"00-0035644","Noah Fant","TE","NOS","5857","FantNo00","4036131","31852"
"00-0035229","T.J. Hockenson","TE","MIN","5844","HockTJ00","4036133","31840"
"00-0034970","Irv Smith","TE","FA","6126","SmitIr01","4040980","31882"
"00-0034988","Kaden Smith","TE","FA","6146","SmitKa00","4044452","32008"
"00-0035689","Dawson Knox","TE","BUF","5906","KnoxDa00","3930086","31928"
"00-0035631","Drew Sample","TE","CIN","6001","SampDr00","3127310","31884"
"00-0035216","Diontae Johnson","WR","FA","5937","JohnDi01","3932905","31898"
"00-0035249","Josh Oliver","TE","MIN","5973","OlivJo00","3921690","31901"
"00-0034972","Alexander Mattison","RB","MIA","5987","MattAl01","4048244","31934"
"00-0034981","Foster Moreau","TE","HOU","5985","MoreFo00","3843945","31969"
"00-0035222","Zach Gentry","TE","FA","6018","GentZa00","3929924","31973"
"00-0035592","Travis Fulgham","WR","FA","6059","FulgTr00","3139522","32016"
"00-0035298","Scotty Miller","WR","FA","6290","MillSc01","3914397","32040"
"00-0035148","Darwin Thompson","RB","FA","6178","ThomDa06","4361606","32046"
"00-0035596","Kerrith Whyte","RB","GBP","6175","WhytKe00","3919104","32054"
"00-0035308","Tommy Sweeney","TE","FA","6137","SweeTo00","3122818","32060"
"00-0035006","Olabisi Johnson","WR","FA","6088","JohnOl00","3917067","32079"
"00-0035021","Ashton Dulin","WR","IND","6427","DuliAs00","4061956","32292"
"00-0035120","Keelan Doss","WR","FA","6032","DossKe00","3120980","32342"
"00-0034959","Andrew Beck","RB","NYJ","6323","BeckAn01","3125107","32225"
"00-0035628","D'Ernest Johnson","RB","FA","6694","JohnDE04","3139602","32608"
"00-0035414","Jalen Guyton","WR","FA","6421","GuytJa01","3932430","32201"
"00-0035013","Jon Hilliman","RB","FA","6446","HillJo03","3122799","32238"
"00-0035329","Donald Parham","TE","PIT","6074","ParhDo00","3912092","32456"
"00-0035100","Jake Browning","QB","FA","6111","BrowJa08","3886812","32138"
"00-0035726","Jakob Johnson","RB","HOU","6202","JohnJa12","3115349","31826"
"00-0035187","Austin Walter","RB","FA","6553","WaltAu00","3123857","32383"
"00-0035125","Alec Ingold","RB","LAC","6109","IngoAl01","3917668","32344"
"00-0034578","Reggie Bonnafon","RB","FA","5162","BonnRe00","3116642","31302"
"00-0034930","Trinity Benson","WR","FA","6395","BensTr00","4422214","32189"
"00-0035544","Tom Kennedy","WR","FA","6588","KennTo01","3126997","32561"
"00-0035341","Trenton Irwin","WR","NYJ","6598","IrwiTr00","3931391","32438"
"00-0035645","Gunner Olszewski","WR","NYG","6699","OlszGu00","4424106","32612"
"00-0035215","Deonte Harty","WR","FA","6234","HarrDe07","4411193","32398"
"00-0035510","Jeff Smith","WR","FA","6557","SmitJe03","3929118","32533"
"00-0035208","Olamide Zaccheaus","WR","ATL","6271","ZaccOl01","3917914","32123"
"00-0035342","Patrick Laird","RB","FA","6311","LairPa00","3127211","32439"
"00-0034928","Steven Sims","WR","ARI","6402","SimsSt00","3917960","32187"
"00-0035577","Devlin Hodges","QB","FA","6595","HodgDe00","3127051","32581"
"00-0035567","Craig Reynolds","RB","WAS","6659","ReynCr00","4421446","32596"
"00-0035752","Chris Streveler","QB","FA","6778","StreCh00","3040206","32662"
"00-0035547","Jody Fortson","TE","FA","6665","FortJo01","4408854","32600"
"00-0035715","Derrick Gore","RB","FA","6753","GoreDe00","3925346","32630"
"00-0034052","Brandon Zylstra","WR","FA","4878","ZylsBr00","4294520","30959"
"00-0034857","Josh Allen","QB","BUF","4984","AlleJo02","3918298","30977"
"00-0034855","Baker Mayfield","QB","TBB","4892","MayfBa00","3052587","30971"
"00-0034343","Josh Rosen","QB","FA","4863","RoseJo01","3886377","30980"
"00-0034869","Sam Darnold","QB","SEA","4943","DarnSa00","3912547","30973"
"00-0034796","Lamar Jackson","QB","BAL","4881","JackLa00","3916387","31002"
"00-0034412","Luke Falk","QB","FA","5108","FalkLu00","3052061","31169"
"00-0034771","Mason Rudolph","QB","PIT","4972","RudoMa00","3116407","31046"
"00-0034401","Mike White","QB","FA","5089","WhitMi01","3051381","31141"
"00-0034844","Saquon Barkley","RB","PHI","4866","BarkSa00","3929630","30972"
"00-0034358","Derrius Guice","RB","FA","4949","GuicDe00","3843750","31029"
"00-0034816","Ronald Jones","RB","FA","5052","JoneRo01","3912550","31008"
"00-0034845","Sony Michel","RB","FA","4962","MichSo00","3128721","31001"
"00-0034750","Rashaad Penny","RB","FA","4985","PennRa00","3139925","30997"
"00-0034791","Nick Chubb","RB","FA","4988","ChubNi00","3128720","31005"
"00-0034457","Josh Adams","RB","FA","5136","AdamJo03","3932420","31567"
"00-0034349","Kerryon Johnson","RB","FA","5068","JohnKe06","3916925","31013"
"00-0034331","Jaylen Samuels","RB","FA","5107","SamuJa00","3116721","31135"
"00-0034109","Phillip Lindsay","RB","FA","5170","LindPh00","3052117","31379"
"00-0034432","Bo Scarbrough","RB","FA","5112","ScarBo01","3126367","31206"
"00-0034679","Mark Walton","RB","FA","4997","WaltMa00","3917846","31082"
"00-0034838","Royce Freeman","RB","LAC","5046","FreeRo00","3122672","31041"
"00-0034808","John Kelly","RB","FA","5076","KellJo00","3915381","31145"
"00-0034440","Justin Jackson","RB","FA","5131","JackJu01","3116136","31221"
"00-0034799","Kalen Ballage","RB","FA","4994","BallKa00","3128774","31100"
"00-0034367","Nyheim Hines","RB","NOS","5347","HineNy00","3916430","31074"
"00-0034301","Darrel Williams","RB","FA","5549","WillDa10","3115375","31500"
"00-0034837","Calvin Ridley","WR","TEN","4981","RidlCa00","3925357","30996"
"00-0034348","Courtland Sutton","WR","DEN","5045","SuttCo00","3128429","31010"
"00-0034676","James Washington","WR","FA","5024","WashJa00","3122449","31030"
"00-0034521","Allen Lazard","WR","FA","5185","LazaAl00","3128390","31268"
"00-0034775","Christian Kirk","WR","SFO","4950","KirkCh01","3895856","31017"
"00-0034860","Dante Pettis","WR","FA","4992","PettDa00","3127306","31014"
"00-0034827","D.J. Moore","WR","BUF","4983","MoorD.00","3915416","30994"
"00-0034406","Deon Cain","WR","FA","5101","CainDe00","3728254","31155"
"00-0034279","Equanimeous St. Brown","WR","FA","5323","St.BEq00","3932442","31177"
"00-0034419","Braxton Berrios","WR","NYG","5121","BerrBr00","3123075","31180"
"00-0034353","Anthony Miller","WR","FA","5013","MillAn02","3050487","31021"
"00-0034772","Antonio Callaway","WR","FA","5310","CallAn00","3915097","31075"
"00-0034407","Ray-Ray McCloud","WR","CHI","5096","McClRa00","3728262","31157"
"00-0034686","Auden Tate","WR","FA","5130","TateAu00","3921564","31223"
"00-0034426","Javon Wims","WR","FA","5111","WimsJa00","4035019","31194"
"00-0034765","Tre'Quan Smith","WR","FA","5026","SmitTr03","3128451","31061"
"00-0034764","Michael Gallup","WR","FA","5038","GallMi00","4036348","31051"
"00-0034747","Marcell Ateman","WR","FA","4942","AtemMa00","3046320","31198"
"00-0034653","Deontay Burnett","WR","FA","5290","BurnDe00","3932935","31624"
"00-0034370","DaeSean Hamilton","WR","FA","4998","HamiDa01","3057987","31083"
"00-0034418","Cedrick Wilson","WR","FA","5113","WilsCe01","4036335","31178"
"00-0034510","Robert Foster","WR","FA","5250","FostRo01","3054845","31601"
"00-0034366","Keke Coutee","WR","FA","5007","CoutKe00","3915823","31073"
"00-0034339","Trey Quinn","WR","FA","5139","QuinTr00","3115365","31226"
"00-0034777","D.J. Chark","WR","FA","4951","CharDJ00","3115394","31031"
"00-0034867","Malik Turner","WR","FA","5781","TurnMa00","3115928","31777"
"00-0034753","Mark Andrews","TE","BAL","5012","AndrMa00","3116365","31056"
"00-0034829","Mike Gesicki","TE","CIN","4993","GesiMi00","3116164","31012"
"00-0034393","Troy Fumagalli","TE","FA","5092","FumaTr00","3045264","31126"
"00-0034351","Dallas Goedert","TE","PHI","5022","GoedDa00","3121023","31019"
"00-0034270","Tyler Conklin","TE","DET","5133","ConkTy00","3915486","31220"
"00-0034798","Durham Smythe","TE","BAL","5008","SmytDu00","3052897","31093"
"00-0034365","Ian Thomas","TE","LVR","4995","ThomIa00","4045305","31071"
"00-0034766","Chris Herndon","TE","FA","5009","HernCh00","3123050","31077"
"00-0034830","Hayden Hurst","TE","FA","4973","HursHa00","3924365","30995"
"00-0034286","Richie James","WR","FA","5137","JameRi00","3122899","31210"
"00-0034681","Chase Edmonds","RB","WAS","5000","EdmoCh00","3119195","31104"
"00-0034364","Jordan Akins","TE","JAC","5032","AkinJo00","3128452","31068"
"00-0034159","Will Dissly","TE","FA","5010","DissWi00","3127292","31090"
"00-0034378","Ito Smith","RB","FA","5004","SmitIt00","3123969","31096"
"00-0034383","Dalton Schultz","TE","HOU","5001","SchuDa00","3117256","31107"
"00-0034386","Justin Watson","WR","FA","5374","WatsJu01","3118892","31114"
"00-0034400","Jordan Wilkins","RB","FA","5100","WilkJo01","3051891","31139"
"00-0034272","Marquez Valdes-Scantling","WR","FA","5086","ValdMa00","3051738","31144"
"00-0034273","Damion Ratley","WR","FA","5080","RatlDa00","3895857","31148"
"00-0034411","Russell Gage","WR","SFO","5110","GageRu00","3115378","31164"
"00-0034414","Boston Scott","RB","FA","5122","ScotBo02","3051439","31171"
"00-0034164","Trenton Cannon","RB","FA","5123","CannTr00","4261020","31174"
"00-0034420","Jordan Thomas","TE","FA","5117","ThomJo05","4035379","31181"
"00-0034439","Ryan Izzo","TE","FA","5094","IzzoRy00","3122920","31127"
"00-0034184","Gus Edwards","RB","FA","5248","EdwaGu00","3051926","31424"
"00-0034297","Byron Pringle","WR","FA","5199","PrinBy00","4036416","31496"
"00-0034208","Mike Boone","RB","FA","5209","BoonMi00","3139033","31228"
"00-0034253","Dontrell Hilliard","RB","FA","5536","HillDo00","3126246","31457"
"00-0034177","Tim Boyle","QB","FA","5257","BoylTi00","3045169","31431"
"00-0034577","Kyle Allen","QB","BUF","5127","AlleKy00","3115293","31301"
"00-0034317","Keith Kirkwood","WR","FA","5134","KirkKe00","3046401","31517"
"00-0034631","Vyncint Smith","WR","FA","5260","SmitVy00","3155188","31588"
"00-0034487","Trent Sherfield","WR","FA","5154","SherTr00","3122168","31320"
"00-0034104","Cam Sims","WR","FA","5432","SimsCa00","3115314","31405"
"00-0034646","Brandon Powell","WR","FA","5695","PoweBr00","3115255","31641"
"00-0034652","Cameron Batson","WR","FA","5289","BatsCa00","3139456","31623"
"00-0034449","Buddy Howell","RB","LAR","5271","HoweGr00","3122716","31537"
"00-0033455","Anthony Firkser","TE","FA","4435","FirkAn00","3049698","30571"
"00-0034854","KhaDarel Hodge","WR","SFO","5773","HodgKh00","3047876","31769"
"00-0034073","Ross Dwelley","TE","CAR","5285","DwelRo00","3120303","31329"
"00-0034309","Chad Beebe","WR","FA","5570","BeebCh00","3047968","31508"
"00-0034614","Godwin Igwebuike","RB","FA","5220","IgweGo00","3045238","31258"
"00-0034115","Jeffery Wilson","RB","MIA","5284","WilsJe01","3122976","31394"
"00-0034509","Keith Ford","RB","FA","5624","FordKe00","3052662","31595"
"00-0034132","Christian Blake","WR","FA","5241","BlakCh00","3126002","31347"
"00-0034613","Tanner Hudson","TE","CIN","5409","HudsTa00","3050481","31257"
"00-0034899","John Wolford","QB","MIN","5806","WolfJo00","3124092","31803"
"00-0031787","Jake Kumerow","WR","FA","2821","KumeJa00","3085107","28974"
"00-0033537","Deshaun Watson","QB","CLE","4017","WatsDe00","3122840","30125"
"00-0033899","DeShone Kizer","QB","FA","4026","KizeDe00","3129302","30165"
"00-0033869","Mitchell Trubisky","QB","TEN","3976","TrubMi00","3039707","30115"
"00-0033873","Patrick Mahomes","QB","KCC","4046","MahoPa00","3139477","30123"
"00-0033949","Joshua Dobbs","QB","DET","4179","DobbJo00","3044720","30248"
"00-0033550","Davis Webb","QB","FA","4061","WebbDa00","3052600","30200"
"00-0033662","Cooper Rush","QB","ATL","4574","RushCo00","2972515","30788"
"00-0033936","C.J. Beathard","QB","DET","4127","BeatC.00","2979520","30217"
"00-0033958","Nathan Peterman","QB","FA","4183","PeteNa00","2972236","30284"
"00-0033893","Dalvin Cook","RB","FA","4029","CookDa01","3116593","30154"
"00-0033856","Leonard Fournette","RB","FA","3969","FourLe00","3115364","30117"
"00-0033280","Christian McCaffrey","RB","SFO","4034","McCaCh01","3117251","30121"
"00-0033897","Joe Mixon","RB","FA","4018","MixoJo00","3116385","30161"
"00-0033906","Alvin Kamara","RB","NOS","4035","KamaAl00","3054850","30180"
"00-0033526","Samaje Perine","RB","CIN","4147","PeriSa00","3116389","30227"
"00-0033925","D'Onta Foreman","RB","FA","4111","ForeDO00","3125116","30202"
"00-0033950","Wayne Gallman","RB","FA","4150","GallWa00","3045127","30253"
"00-0033725","Corey Clement","RB","FA","4651","ClemCo00","3045260","30707"
"00-0033923","Kareem Hunt","RB","FA","4098","HuntKa00","3059915","30199"
"00-0033948","Jamaal Williams","RB","FA","4149","WillJa06","2980453","30247"
"00-0033955","Jeremy McNichols","RB","WAS","4219","McNiJe00","3127586","30275"
"00-0033295","Elijah McGuire","RB","FA","4263","McGuEl00","3042494","30301"
"00-0033553","James Conner","RB","ARI","4137","ConnJa00","3045147","30218"
"00-0033854","Dare Ogunbowale","RB","LVR","4718","OgunDa00","2983509","30860"
"00-0033871","Corey Davis","WR","FA","4036","DaviCo03","3042778","30118"
"00-0033536","Mike Williams","WR","FA","4068","WillMi07","3045138","30120"
"00-0033460","John Ross","WR","FA","4038","RossJo00","3052177","30122"
"00-0033857","JuJu Smith-Schuster","WR","FA","4040","SmitJu00","3120348","30175"
"00-0033282","Curtis Samuel","WR","FA","4082","SamuCu00","3121427","30153"
"00-0033839","Dede Westbrook","WR","FA","4146","WestDe00","3892889","30223"
"00-0033471","Isaiah Ford","WR","FA","4252","FordIs00","3124069","30350"
"00-0033921","Chris Godwin","WR","TBB","4037","GodwCh00","3116165","30197"
"00-0033908","Cooper Kupp","WR","SEA","4039","KuppCo00","2977187","30182"
"00-0033562","Ryan Switzer","WR","FA","4162","SwitRy00","3039725","30246"
"00-0033911","Taywan Taylor","WR","FA","4125","TaylTa00","3059760","30185"
"00-0033943","Josh Reynolds","WR","NYJ","4171","ReynJo00","3115306","30230"
"00-0033591","Noah Brown","WR","FA","4234","BrowNo00","3121409","30352"
"00-0033891","Zay Jones","WR","FA","4080","JoneZa00","3059722","30150"
"00-0033717","Travis Rudolph","WR","FA","4644","RudoTr00","3122935","30737"
"00-0033840","Chad Hansen","WR","FA","4175","HansCh00","3066074","30254"
"00-0033879","O.J. Howard","TE","FA","4055","HowaO.00","3043080","30132"
"00-0033881","Evan Engram","TE","DEN","4066","EngrEv00","3051876","30136"
"00-0033885","David Njoku","TE","LAC","4033","NjokDa00","3123076","30142"
"00-0033858","Jonnu Smith","TE","GBP","4144","SmitJo01","3054212","30213"
"00-0033528","Jeremy Sprinkle","TE","FA","4221","SpriJe00","2980073","30267"
"00-0033953","Jordan Leggett","TE","FA","4153","LeggJo00","3045118","30263"
"00-0033559","Michael Roberts","TE","FA","4164","RobeMi01","3059945","30240"
"00-0033951","Marlon Mack","RB","FA","4152","MackMa00","3139605","30256"
"00-0033859","Josh Malone","WR","FA","4160","MaloJo00","3115330","30241"
"00-0033895","Gerald Everett","TE","FA","4089","EverGe00","3918639","30157"
"00-0033567","Brian Hill","RB","FA","4187","HillBr02","3125403","30269"
"00-0033217","Mo Alie-Cox","TE","IND","4054","AlieMo00","2998565","30112"
"00-0033896","Adam Shaheen","TE","FA","4085","ShahAd00","4198676","30158"
"00-0033932","Kenny Golladay","WR","FA","4131","GollKe00","2974858","30209"
"00-0033933","Chad Williams","WR","FA","4128","WillCh05","3066052","30211"
"00-0033555","Mack Hollins","WR","NEP","4177","HollMa00","2991662","30231"
"00-0033556","Tarik Cohen","RB","FA","4157","CoheTa00","3066158","30232"
"00-0033288","George Kittle","TE","SFO","4217","KittGe00","3040151","30259"
"00-0033572","Jamal Agnew","WR","FA","4198","AgneJa00","3061612","30278"
"00-0033466","Isaiah McKenzie","WR","FA","4197","McKeIs00","3128724","30285"
"00-0033576","Eric Saubert","TE","SEA","4189","SaubEr00","2975863","30287"
"00-0033292","Trent Taylor","WR","FA","4218","TaylTr02","3040569","30290"
"00-0033293","Aaron Jones","RB","MIN","4199","JoneAa00","3042519","30295"
"00-0033296","Alexander Armah","RB","FA","4226","ArmaAl00","4212884","30305"
"00-0033589","David Moore","WR","FA","4274","MoorDa03","4212909","30339"
"00-0033594","Chris Carson","RB","FA","4273","CarsCh00","3919596","30362"
"00-0033382","Austin Carr","WR","FA","4416","CarrAu00","2974339","30656"
"00-0033375","Tim Patrick","WR","NYJ","4351","PatrTi00","3134353","30511"
"00-0033308","Matt Breida","RB","FA","4455","BreiMa00","3049916","30552"
"00-0033611","Ricky Seals-Jones","TE","FA","4531","SealRi00","3051806","30494"
"00-0033387","Jacob Hollister","TE","FA","4421","HollJa03","3125404","30661"
"00-0033699","Austin Ekeler","RB","FA","4663","EkelAu00","3068267","30423"
"00-0033681","Keelan Cole","WR","FA","4622","ColeKe00","3071572","30396"
"00-0033275","P.J. Walker","QB","FA","4335","WalkPh00","3051308","30538"
"00-0033307","Kendrick Bourne","WR","ARI","4454","BourKe00","3045523","30551"
